ProjectReference,FundingOrgName,ProjectCategory,ParentOrgName,SectorParentOrg,CountryParentOrg,YearCollaborationStarted,AwardExpenditurePoundsMainProject
G0900034,MRC,Research Grant,University of Oulu,Academic/University,Finland,2019,337313
G0900034,MRC,Research Grant,University of Turin,Academic/University,Italy,2014,337313
G0900538,MRC,Research Grant,Medical University of Innsbruck,Academic/University,Austria,2010,409421
G0900538,MRC,Research Grant,Radboud University Nijmegen,Academic/University,Netherlands,2010,409421
G0900538,MRC,Research Grant,Radboud University Nijmegen Medical Center,Academic/University,Netherlands,2014,409421
G0900538,MRC,Research Grant,University Hospital of Wales,Hospitals,United Kingdom,2008,409421
G0900538,MRC,Research Grant,University of Edinburgh,Academic/University,United Kingdom,2010,409421
G0900538,MRC,Research Grant,University of Manchester,Academic/University,United Kingdom,2012,409421
G0900538,MRC,Research Grant,University of Oxford,Academic/University,United Kingdom,2008,409421
G0900538,MRC,Research Grant,University of Ulm,Academic/University,Germany,2012,409421
G0900883,MRC,Research Grant,Cardiff University,Academic/University,United Kingdom,2015,1368068
G0900883,MRC,Research Grant,Heidelberg University,Academic/University,Germany,2017,1368068
G0900883,MRC,Research Grant,Johns Hopkins Medicine,Academic/University,United States,2010,1368068
G0900883,MRC,Research Grant,King's College London,Academic/University,United Kingdom,2011,1368068
G0900883,MRC,Research Grant,Radboud University Nijmegen Medical Center,Academic/University,Netherlands,2013,1368068
G0900883,MRC,Research Grant,University College London Hospital,Hospitals,United Kingdom,2010,1368068
G0900883,MRC,Research Grant,University of Cambridge,Academic/University,United Kingdom,2019,1368068
G0900883,MRC,Research Grant,University of Edinburgh,Academic/University,United Kingdom,2015,1368068
G0900883,MRC,Research Grant,University of Glasgow,Academic/University,United Kingdom,2015,1368068
G0900883,MRC,Research Grant,University of Minnesota,Academic/University,United States,2010,1368068
G0900883,MRC,Research Grant,University of Nottingham,Academic/University,United Kingdom,2015,1368068
G0900883,MRC,Research Grant,University of Oxford,Academic/University,United Kingdom,2019,1368068
G0900883,MRC,Research Grant,University of Vienna,Academic/University,Austria,2014,1368068
G0900936,MRC,Research Grant,King's College London,Academic/University,United Kingdom,2010,694306
G0900936,MRC,Research Grant,University of Manchester,Academic/University,United Kingdom,2010,694306
G0901135,MRC,Research Grant,Animal Welfare Coalition,Charity/Non Profit,Philippines,2012,635722
G0901135,MRC,Research Grant,Association for Prevention and Control of Rabies in India,Charity/Non Profit,India,2013,635722
G0901135,MRC,Research Grant,Bali Animal Welfare Association,Charity/Non Profit,Indonesia,2010,635722
G0901135,MRC,Research Grant,Centre for Indonesian Veterinary Analytical Studies (CIVAS),Academic/University,Indonesia,2011,635722
G0901135,MRC,Research Grant,Food and Agricultural Organisation (FAO),Charity/Non Profit,Italy,2010,635722
G0901135,MRC,Research Grant,Global Alliance for Rabies Control,Charity/Non Profit,United States,2011,635722
G0901135,MRC,Research Grant,Government of Bali,Academic/University,Indonesia,2010,635722
G0901135,MRC,Research Grant,Government of Indonesia,Public,Indonesia,2011,635722
G0901135,MRC,Research Grant,Government of South Africa,Public,South Africa,2010,635722
G0901135,MRC,Research Grant,Government of Tanzania,Public,"Tanzania, United Republic of",2010,635722
G0901135,MRC,Research Grant,Government of the Republic of the Philippines,Public,Philippines,2012,635722
G0901135,MRC,Research Grant,Humane Society International,Charity/Non Profit,United States,2013,635722
G0901135,MRC,Research Grant,International Companion Animal Management Coalition (ICAM),Charity/Non Profit,Global,2013,635722
G0901135,MRC,Research Grant,Kenyan Institute for Medical Research (KEMRI),Public,Kenya,2015,635722
G0901135,MRC,Research Grant,Ministry of Health and Family Welfare,Public,Bangladesh,2012,635722
G0901135,MRC,Research Grant,Mission Rabies,Charity/Non Profit,United Kingdom,2013,635722
G0901135,MRC,Research Grant,Nature Conservation Research Centre (NCRC),Charity/Non Profit,Ghana,2013,635722
G0901135,MRC,Research Grant,Pan American Health Organization,Charity/Non Profit,United States,2014,635722
G0901135,MRC,Research Grant,Rakuno Gakuen University,Academic/University,Japan,2013,635722
G0901135,MRC,Research Grant,Royal Veterinary College (RVC),Academic/University,United Kingdom,2011,635722
G0901135,MRC,Research Grant,University of Cambridge,Academic/University,United Kingdom,2016,635722
G0901135,MRC,Research Grant,University of Glasgow,Academic/University,United Kingdom,2010,635722
G0901135,MRC,Research Grant,University of Pretoria,Academic/University,South Africa,2010,635722
G0901135,MRC,Research Grant,University of Sydney,Academic/University,Australia,2010,635722
G0901135,MRC,Research Grant,Wise Monkey Foundation,Charity/Non Profit,United States,2013,635722
G0901135,MRC,Research Grant,World Health Organization (WHO),Public,Global,2010,635722
G0901135,MRC,Research Grant,World Society for the Protection of Animals,Academic/University,United Kingdom,2010,635722
G0901213,MRC,Research Grant,Academy of Medical Sciences (AMS),Charity/Non Profit,United Kingdom,2010,597061
G0901213,MRC,Research Grant,Addis Ababa University,Academic/University,Ethiopia,2011,597061
G0901213,MRC,Research Grant,Aix-Marseille University,Academic/University,France,2013,597061
G0901213,MRC,Research Grant,Amsterdam Cohort Study Among Homosexual Men,Charity/Non Profit,Netherlands,2012,597061
G0901213,MRC,Research Grant,Amsterdam Medical Center,Hospitals,Netherlands,2016,597061
G0901213,MRC,Research Grant,Armauer Hansen Research Institute,Charity/Non Profit,Ethiopia,2013,597061
G0901213,MRC,Research Grant,Austrian HIV Cohort Study (AHIVCOS),Academic/University,Austria,2012,597061
G0901213,MRC,Research Grant,Barts Health NHS Trust,Public,United Kingdom,2010,597061
G0901213,MRC,Research Grant,Cambridge University Hospitals NHS Foundation Trust,Public,United Kingdom,2010,597061
G0901213,MRC,Research Grant,Central and North West London NHS Foundation Trust,Public,United Kingdom,2010,597061
G0901213,MRC,Research Grant,Charing Cross Hospital,Hospitals,United Kingdom,2010,597061
G0901213,MRC,Research Grant,Chelsea and Westminster Hospital NHS Foundation Trust,Public,United Kingdom,2010,597061
G0901213,MRC,Research Grant,Cohort of RIS (CoRIS),Hospitals,Spain,2012,597061
G0901213,MRC,Research Grant,Corporate Policy Unit,Public,South Africa,2013,597061
G0901213,MRC,Research Grant,East and North Hertfordshire NHS Trust,Public,United Kingdom,2010,597061
G0901213,MRC,Research Grant,Ethiopian Public Health Institute,Public,Ethiopia,2016,597061
G0901213,MRC,Research Grant,German HIV-1 Seroconverter Cohort,Charity/Non Profit,Germany,2012,597061
G0901213,MRC,Research Grant,Henry Stewart Conferences and Events,Private,United Kingdom,2013,597061
G0901213,MRC,Research Grant,Homerton University Hospital NHS Foundation Trust,Public,United Kingdom,2010,597061
G0901213,MRC,Research Grant,InfCare Swedish Cohort,Academic/University,Sweden,2012,597061
G0901213,MRC,Research Grant,Institute of Development Research (IRD),Academic/University,France,2013,597061
G0901213,MRC,Research Grant,Institute of Human Virology,Charity/Non Profit,Nigeria,2012,597061
G0901213,MRC,Research Grant,International AIDS Vaccine Initiative (IAVI),Charity/Non Profit,United States,2012,597061
G0901213,MRC,Research Grant,International Centre for Research and Development of Livestock in Subhumid (CIRDES),Charity/Non Profit,Burkina Faso,2013,597061
G0901213,MRC,Research Grant,Italian Cohort of Antiretroviral Naïve Patients (ICONA),Charity/Non Profit,Italy,2012,597061
G0901213,MRC,Research Grant,Kenyan Institute for Medical Research (KEMRI),Public,Kenya,2016,597061
G0901213,MRC,Research Grant,King's College London,Academic/University,United Kingdom,2010,597061
G0901213,MRC,Research Grant,Lebanese American University,Academic/University,Lebanon,2013,597061
G0901213,MRC,Research Grant,London School of Hygiene and Tropical Medicine (LSHTM),Academic/University,United Kingdom,2011,597061
G0901213,MRC,Research Grant,Loyola University Medical Center,Hospitals,United States,2013,597061
G0901213,MRC,Research Grant,Lyon Primary Infection Cohort (LPIC),Charity/Non Profit,France,2012,597061
G0901213,MRC,Research Grant,Makerere University,Academic/University,Uganda,2013,597061
G0901213,MRC,Research Grant,Makerere University,Academic/University,Uganda,2011,597061
G0901213,MRC,Research Grant,Malawi Epidemiology & Intervention Research Unit,Learned Society,United Kingdom,2016,597061
G0901213,MRC,Research Grant,Medical Research Council (MRC),Public,United Kingdom,2011,597061
G0901213,MRC,Research Grant,MENTOR Initiative,Charity/Non Profit,United Kingdom,2013,597061
G0901213,MRC,Research Grant,Moi University,Academic/University,Kenya,2011,597061
G0901213,MRC,Research Grant,MRC/UVRI Uganda Research Unit on AIDS,Public,Uganda,2010,597061
G0901213,MRC,Research Grant,National and Kapodistrian University of Athens,Academic/University,Greece,2012,597061
G0901213,MRC,Research Grant,National Centre for Research and Training on Malaria,Public,Burkina Faso,2013,597061
G0901213,MRC,Research Grant,"National Human Genome Center, Howard University",Academic/University,United States,2011,597061
G0901213,MRC,Research Grant,"National Institute for Medical Research, Tanzania",Public,"Tanzania, United Republic of",2011,597061
G0901213,MRC,Research Grant,National Institutes of Health (NIH),Public,United States,2011,597061
G0901213,MRC,Research Grant,Newcastle University,Academic/University,United Kingdom,2012,597061
G0901213,MRC,Research Grant,"Pasteur Institute, Algiers",Academic/University,Algeria,2013,597061
G0901213,MRC,Research Grant,"PHAEDRA, Sydney AIDS Prospective Study and Sydney Primary HIV Infection Cohort",Academic/University,Australia,2012,597061
G0901213,MRC,Research Grant,Portsmouth Hospitals NHS Trust,Public,United Kingdom,2010,597061
G0901213,MRC,Research Grant,Primary Infection Cohort (PRIMO),Academic/University,France,2012,597061
G0901213,MRC,Research Grant,Royal Cornwall Hospitals NHS Trust,Public,United Kingdom,2010,597061
G0901213,MRC,Research Grant,Sheffield Teaching Hospitals NHS Foundation Trust,Public,United Kingdom,2010,597061
G0901213,MRC,Research Grant,Southern Alberta Clinic (SAC),Hospitals,Canada,2012,597061
G0901213,MRC,Research Grant,St George's Healthcare NHS Trust,Public,United Kingdom,2010,597061
G0901213,MRC,Research Grant,"St Mary's Hospital, London",Hospitals,United Kingdom,2010,597061
G0901213,MRC,Research Grant,St Richard's Hospital,Academic/University,United Kingdom,2010,597061
G0901213,MRC,Research Grant,St Thomas' Hospital,Hospitals,United Kingdom,2010,597061
G0901213,MRC,Research Grant,Stony Brook University,Academic/University,United States,2013,597061
G0901213,MRC,Research Grant,"St-Pierre, Belgium (COHERE)",Academic/University,Belgium,2012,597061
G0901213,MRC,Research Grant,The Wellcome Trust Sanger Institute,Charity/Non Profit,United Kingdom,2010,597061
G0901213,MRC,Research Grant,UK Register of HIV Seroconverters (UKRHS),Public,United Kingdom,2012,597061
G0901213,MRC,Research Grant,University College London,Academic/University,United Kingdom,2013,597061
G0901213,MRC,Research Grant,University College London Hospital,Charity/Non Profit,United Kingdom,2010,597061
G0901213,MRC,Research Grant,University of Bamako,Academic/University,Mali,2013,597061
G0901213,MRC,Research Grant,University of Buea,Academic/University,Cameroon,2013,597061
G0901213,MRC,Research Grant,University of Cambridge,Academic/University,United Kingdom,2010,597061
G0901213,MRC,Research Grant,University of Cape Town,Academic/University,South Africa,2012,597061
G0901213,MRC,Research Grant,University of Conakry,Academic/University,Guinea,2011,597061
G0901213,MRC,Research Grant,University of Geneva,Academic/University,Switzerland,2013,597061
G0901213,MRC,Research Grant,University of Ghana,Academic/University,Ghana,2012,597061
G0901213,MRC,Research Grant,University of Glasgow,Academic/University,United Kingdom,2013,597061
G0901213,MRC,Research Grant,University of Ibadan,Academic/University,Nigeria,2011,597061
G0901213,MRC,Research Grant,University of KwaZulu-Natal,Academic/University,South Africa,2011,597061
G0901213,MRC,Research Grant,University of Lausanne,Academic/University,Switzerland,2013,597061
G0901213,MRC,Research Grant,University of Liverpool,Academic/University,United Kingdom,2013,597061
G0901213,MRC,Research Grant,University of Malawi,Academic/University,Malawi,2012,597061
G0901213,MRC,Research Grant,University of Maryland,Academic/University,United States,2013,597061
G0901213,MRC,Research Grant,University of Nigeria,Academic/University,Nigeria,2011,597061
G0901213,MRC,Research Grant,University of Oxford,Charity/Non Profit,United Kingdom,2011,597061
G0901213,MRC,Research Grant,University of Stellenbosch,Academic/University,South Africa,2013,597061
G0901213,MRC,Research Grant,University of Sussex,Academic/University,United Kingdom,2013,597061
G0901213,MRC,Research Grant,University of the Gambia,Academic/University,Gambia,2011,597061
